日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,首次开板时间,最后开板时间,开板次数,封单额,流通市值,涨停原因,所属行业
2026-04-13,涨停池,003018.SZ,金富科技,35.48,,5.7914,1,10:20:12,10:20:12,,,0,50441916.0,8422508500.0,液冷收购+瓶盖龙头+饮料供应链,未知
2026-04-13,涨停池,600243.SH,*ST海华,3.42,,2.4929,1,10:19:14,09:33:17,,,0,3706938.0,1500867000.0,退市博弈+减速器+电梯配件,未知
2026-04-13,涨停池,603738.SH,泰晶科技,28.14,,10.9709,1,10:16:59,09:45:20,,,0,101577127.0,10858874000.0,625MHz晶振+光模块+石英晶体+人形机器人,未知
2026-04-13,涨停池,688813.SH,泰金新能,57.6,,31.2211,1,10:13:43,10:13:43,,,0,45345082.0,1732433800.0,PCB+铜箔+陕西国资+次新股,未知
2026-04-13,涨停池,000010.SZ,美丽生态,4.13,,5.5912,1,10:09:18,10:09:18,,,0,127900731.0,3527157700.0,算力+庭外重组+市政基建,未知
2026-04-13,涨停池,603897.SH,长城科技,40.87,,6.8115,1,10:03:00,09:43:24,,,0,50469954.0,8437026300.0,机器人+电磁线+新能源汽车,未知
2026-04-13,涨停池,600337.SH,美克家居,3.22,,12.5367,1,10:01:43,09:40:19,,,0,40005422.0,4627134000.0,重整预期+AI智家+拟收购万德溙（铜缆）,未知
2026-04-13,涨停池,603389.SH,*ST亚振,46.44,,0.73,1,10:00:14,10:00:14,,,0,9335879.6,12202202900.0,ST板块+锆钛选矿+世博家具,未知
2026-04-13,涨停池,600773.SH,西藏城投,19.36,,4.6459,1,09:59:47,09:51:19,,,0,69396327.0,18422722000.0,盐湖提锂+年报落地+上海国资,未知
2026-04-13,涨停池,002957.SZ,科瑞技术,41.36,,6.7271,1,09:59:45,09:59:45,,,0,112141312.0,17316558000.0,光模块+半导体设备+精密零部件制造+业绩预增,未知
2026-04-13,涨停池,600165.SH,ST宁科,3.71,,1.5343,1,09:56:56,09:56:56,,,0,5307526.0,2719109600.0,ST板块+长链二元酸+重整完成,未知
2026-04-13,涨停池,002005.SZ,ST德豪,2.91,,0.711,1,09:53:27,09:53:27,,,0,8265855.0,5098300100.0,ST摘帽预期+LED封装+小家电出口,未知
2026-04-13,涨停池,002418.SZ,康盛股份,6.26,,16.2846,1,09:51:30,09:30:45,,,0,155255490.0,7113847300.0,液冷+算力租赁+家电制冷,未知
2026-04-13,涨停池,603580.SH,*ST艾艾,18.49,,1.5323,1,09:49:29,09:46:29,,,0,7530977.0,2416147500.0,退市博弈+轻型输送带+新能源电池配件,未知
2026-04-13,涨停池,002124.SZ,天邦食品,2.59,,4.8281,1,09:49:00,09:43:09,,,0,51532564.0,5108398500.0,猪肉+预重整+销量增长,未知
2026-04-13,涨停池,603721.SH,*ST天择,21.08,,1.2843,1,09:48:19,09:48:19,,,0,13522820.0,2740400000.0,AI微短剧+长沙国资+扭亏,未知
2026-04-13,涨停池,001299.SZ,美能能源,16.85,,10.2021,1,09:46:18,09:44:27,,,0,177922400.0,3680038600.0,燃气+综合能源转型+年报增长+西部大开发,未知
2026-04-13,涨停池,603256.SH,宏和科技,89.3,,2.0738,1,09:45:19,09:44:42,,,0,230483210.0,78559666000.0,电子布+AI算力+净利暴增,未知
2026-04-13,涨停池,000402.SZ,金融街,3.06,,4.9074,1,09:43:42,09:42:57,,,0,28033896.0,9145321500.0,商业地产+城市更新+减债+北京国资,未知
2026-04-13,涨停池,002678.SZ,珠江钢琴,5.8,,2.1651,1,09:41:03,09:41:03,,,0,124797597.0,7873931800.0,文旅转型+智能钢琴+机器人合作+广州国资,未知
2026-04-13,涨停池,000026.SZ,飞亚达,16.41,,3.0784,1,09:41:03,09:41:03,,,0,121481392.0,5982441600.0,拟收购长空齿轮+中航工业旗下,未知
2026-04-13,涨停池,002980.SZ,华盛昌,58.31,,8.7258,1,09:40:48,09:40:48,,,0,97982899.0,5912047600.0,光通信测试+拟收购伽蓝特+AI眼镜+仪器仪表,未知
2026-04-13,涨停池,600152.SH,维科技术,10.81,,13.4944,1,09:40:34,09:37:28,,,0,82984046.0,5719348000.0,钠离子电池+定增+消费电子,未知
2026-04-13,涨停池,002580.SZ,圣阳股份,20.88,,22.5802,1,09:39:06,09:34:48,,,0,207604040.0,9444834100.0,液冷储能+固态电池+山东国资,未知
2026-04-13,涨停池,000612.SZ,焦作万方,13.51,,7.2252,1,09:38:54,09:30:39,,,0,46931038.0,16106614000.0,一季报预增+电解铝涨价+金属镓,未知
2026-04-13,涨停池,000752.SZ,ST西发,9.28,,1.4297,1,09:38:18,09:38:18,,,0,11051552.0,2447678800.0,ST重整+拟全资控股拉萨啤酒+业绩预增,未知
2026-04-13,涨停池,002199.SZ,*ST东晶,8.99,,0.8462,1,09:36:42,09:31:00,,,0,3548685.6,2188546800.0,碳酸锂+石英晶体+退市博弈,未知
2026-04-13,涨停池,600654.SH,中安科,4.49,,13.209,1,09:36:35,09:34:50,,,0,110096529.0,10405268900.0,算力中心+智慧安防+三季报暴增,未知
2026-04-13,涨停池,603803.SH,瑞斯康达,15.26,,10.7855,1,09:34:28,09:34:28,,,0,181024420.0,6483723100.0,CPO+智算中心+高速光模块,未知
2026-04-13,涨停池,603021.SH,ST华鹏,8.01,,1.168,1,09:33:08,09:33:08,,,0,17773389.0,2562784000.0,ST博弈+日用玻璃+轻量化技术,未知
2026-04-13,涨停池,002321.SZ,华英农业,2.27,,1.8099,1,09:32:18,09:32:18,,,0,130413089.0,4821961400.0,实控人拟变更+羽绒出口+预制菜+鸭业龙头,未知
2026-04-13,涨停池,002439.SZ,启明星辰,14.26,,3.7667,1,09:31:33,09:25:00,,,0,118164249.0,10389824600.0,一季报预增+AI安全+央企,未知
2026-04-13,涨停池,300561.SZ,*ST汇科,16.28,,6.4992,1,09:31:30,09:25:00,,,0,73951753.0,3924417300.0,摘帽申请+金融科技+内控整改,未知
2026-04-13,涨停池,603813.SH,*ST原尚,27.73,,0.513,1,09:31:29,09:31:29,,,0,10540644.4,2912066000.0,退市博弈+氢能物流+电商物流,未知
2026-04-13,涨停池,002943.SZ,宇晶股份,51.26,,4.0542,1,09:31:12,09:31:12,,,0,81665945.0,7464160700.0,扭亏为盈+海外光伏+碳化硅设备+消费电子,未知
2026-04-13,涨停池,600743.SH,华远控股,2.92,,3.4531,1,09:30:24,09:30:24,,,0,105208800.0,6850614600.0,实控人筹划重组+物业管理+北京国资,未知
2026-04-13,涨停池,002528.SZ,ST英飞拓,5.09,,1.1629,1,09:30:12,09:30:12,,,0,44105145.0,5345617600.0,庭外重组+深圳国资+智慧城市+AI安防,未知
2026-04-13,涨停池,000791.SZ,甘肃能源,8.0,,2.053,1,09:30:00,09:30:00,,,0,128860832.0,15485058000.0,东数西算二期+绿电装机+算电协同+甘肃国资,未知
2026-04-13,涨停池,002364.SZ,中恒电气,38.63,,2.6894,1,09:25:00,09:25:00,,,0,720067410.0,21559548000.0,宁德时代入股+HVDC+数据中心电源,未知
2026-04-13,涨停池,002297.SZ,博云新材,12.08,,1.6915,1,09:25:00,09:25:00,,,0,659582690.0,6923106200.0,业绩预增+商业航天+C919+湖南国资,未知
2026-04-13,涨停池,000793.SZ,*ST华闻,3.11,,0.6547,1,09:25:00,09:25:00,,,0,51384353.0,6098736800.0,海南国资入主+重整计划+文旅传媒,未知
2026-04-13,炸板池,601619.SH,嘉泽新能,5.63,,7.7978,1,10:33:25,10:25:25,,,0,0.0,13707284000.0,,未知
2026-04-13,炸板池,600438.SH,通威股份,17.57,,3.2652,1,14:42:29,13:36:02,,,0,0.0,79099971000.0,,未知
2026-04-13,炸板池,002824.SZ,和胜股份,27.1,,27.7162,1,10:45:18,10:45:18,,,0,0.0,5962030900.0,,未知
2026-04-13,炸板池,603688.SH,石英股份,50.57,,7.5675,1,10:36:30,09:34:39,,,0,0.0,27392671000.0,,未知
2026-04-13,炸板池,002329.SZ,皇氏集团,4.35,,22.6938,1,10:31:39,10:21:54,,,0,0.0,2829191800.0,,未知
2026-04-13,炸板池,600655.SH,豫园股份,4.99,,1.5256,1,09:34:19,09:32:04,,,0,0.0,19410333000.0,,未知
2026-04-13,炸板池,002328.SZ,新朋股份,10.76,,40.4597,1,09:49:45,09:30:06,,,0,0.0,6141720800.0,,未知
2026-04-13,炸板池,600246.SH,万通发展,9.9,,10.5293,1,13:24:35,09:50:56,,,0,0.0,18715084000.0,,未知
2026-04-13,炸板池,603826.SH,坤彩科技,29.2,,2.9757,1,14:49:40,14:41:01,,,0,0.0,19131840000.0,,未知
2026-04-13,炸板池,601588.SH,北辰实业,1.88,,6.0093,1,09:52:13,09:52:10,,,0,0.0,5000800000.0,,未知
2026-04-13,炸板池,605117.SH,德业股份,146.94,,4.6341,1,10:13:35,10:13:08,,,0,0.0,133617324000.0,,未知
2026-04-13,炸板池,003036.SZ,泰坦股份,27.75,,15.9378,1,11:09:09,10:24:00,,,0,0.0,6001728000.0,,未知
2026-04-13,炸板池,002431.SZ,棕榈股份,2.7,,6.2851,1,10:01:06,10:00:51,,,0,0.0,4866492900.0,,未知
2026-04-13,炸板池,600289.SH,ST信通,7.68,,2.2411,1,14:13:17,13:54:02,,,0,0.0,4346286200.0,,未知
2026-04-13,炸板池,605081.SH,*ST太和,6.3,,3.2228,1,13:16:12,10:19:27,,,0,0.0,713456550.0,,未知
2026-04-13,炸板池,600182.SH,S佳通,14.21,,1.9552,1,09:33:32,09:33:05,,,0,0.0,2415700000.0,,未知
2026-04-13,炸板池,603629.SH,利通电子,72.68,,20.5066,1,09:34:34,09:34:25,,,0,0.0,18668003000.0,,未知
2026-04-13,炸板池,600228.SH,*ST返利,6.21,,4.7604,1,10:12:19,09:57:36,,,0,0.0,2583590900.0,,未知
2026-04-13,跌停池,603843.SH,*ST正平,8.91,,4.7495,1,,,,,0,0.0,6233643000.0,,未知
2026-04-13,跌停池,600599.SH,*ST熊猫,4.33,,3.8969,1,,,,,0,0.0,718780000.0,,未知
2026-04-13,跌停池,002517.SZ,恺英网络,18.17,,9.0581,1,,,,,0,0.0,34324705000.0,,未知
2026-04-13,跌停池,601019.SH,山东出版,8.33,,1.0255,1,,,,,0,0.0,17383877000.0,,未知
2026-04-13,跌停池,000889.SZ,中嘉博创,3.92,,24.9608,1,,,,,0,0.0,3409810700.0,,未知
2026-04-13,跌停池,600696.SH,*ST岩石,1.2,,1.6654,1,,,,,0,0.0,401363320.0,,未知
2026-04-13,跌停池,600636.SH,*ST国化,7.48,,0.8427,1,,,,,0,0.0,3281003300.0,,未知
2026-04-13,跌停池,600423.SH,柳化股份,3.21,,1.292,1,,,,,0,0.0,2563811000.0,,未知
2026-04-13,跌停池,000669.SZ,ST金鸿,4.74,,1.0979,1,,,,,0,0.0,3225137700.0,,未知
2026-04-13,跌停池,000638.SZ,*ST万方,0.89,,0.827,1,,,,,0,0.0,276029580.0,,未知
2026-04-14,涨停池,603002.SH,宏昌电子,12.86,,5.1831,1,13:27:40,09:36:34,,,0,442734670.0,14584250000.0,先进封装+英伟达链+环氧树脂+覆铜板,未知
2026-04-14,涨停池,601778.SH,晶科科技,6.03,,15.0938,1,13:27:03,10:26:51,,,0,229747630.0,21542716000.0,回购股份注销+算电协同+储能,未知
2026-04-14,涨停池,002463.SZ,沪电股份,97.54,,3.8926,1,13:26:03,09:50:03,,,0,737993100.0,187550930000.0,一季度业绩预增+AI服务器PCB+68亿扩产,未知
2026-04-14,涨停池,600469.SH,风神股份,7.25,,3.989,1,13:14:07,13:14:07,,,0,218060060.0,5288518800.0,巨型工程子午胎+央企+工程机械配套,未知
2026-04-14,涨停池,600539.SH,狮头股份,15.95,,10.8858,1,13:11:14,13:11:14,,,0,201765910.0,3668500000.0,电商服务+锂电订单+机器视觉+并购重组,未知
2026-04-14,涨停池,002149.SZ,西部材料,50.0,,12.8097,1,13:08:39,13:07:57,,,0,697655000.0,24406964000.0,商业航天+可控核聚变+稀有金属+国企,未知
2026-04-14,涨停池,605167.SH,利柏特,19.64,,1.7131,1,13:06:08,13:06:08,,,0,217605310.0,8820310300.0,核电模块+海工模块+工业模块,未知
2026-04-14,涨停池,002157.SZ,正邦科技,3.49,,6.9674,1,13:03:36,10:39:30,,,0,133992554.0,25247547000.0,生猪养殖+量价齐升+双胞胎协同,未知
2026-04-14,涨停池,603061.SH,金海通,338.14,,3.9023,1,11:21:50,11:21:50,,,0,127580222.0,20288400000.0,先进封装+封测设备+年报增长,未知
2026-04-14,涨停池,600855.SH,航天长峰,19.23,,7.775,1,11:17:32,11:17:32,,,0,212998980.0,8992712000.0,航天+军工电子+央企,未知
2026-04-14,涨停池,600173.SH,卧龙新能,7.95,,4.5185,1,11:14:10,11:14:10,,,0,183940900.0,5568309100.0,风光储氢+储能中标+氢能出海,未知
2026-04-14,涨停池,603269.SH,海鸥股份,16.01,,8.0624,1,11:11:45,11:11:45,,,0,107668083.0,4943115800.0,液冷服务器+核电冷却塔+回购+制造业单项冠军,未知
2026-04-14,涨停池,000711.SZ,ST京蓝,3.59,,4.9796,1,11:11:03,10:25:18,,,0,23873500.0,8550230200.0,铟靶材+固危废资源化+ST炒作,未知
2026-04-14,涨停池,000929.SZ,*ST兰黄,10.43,,3.6901,1,10:58:00,09:38:27,,,0,6382117.0,1937416500.0,申请撤销退市风险警示+啤酒饮料+果汁扩产+扭亏预期,未知
2026-04-14,涨停池,001270.SZ,*ST铖昌,135.59,,2.124,1,10:46:03,09:41:27,,,0,84025123.0,27592505000.0,T/R芯片+商业航天+扭亏为盈+摘帽预期,未知
2026-04-14,涨停池,301189.SZ,奥尼电子,71.99,,10.413,1,10:42:57,10:35:09,,,0,108555953.0,8045449300.0,AI服务器+英伟达概念+沐曦合作,未知
2026-04-14,涨停池,002686.SZ,亿利达,7.58,,6.9683,1,10:40:42,09:44:03,,,0,143544730.0,3962313200.0,数据中心冷却+控制权变更+浙江国资,未知
2026-04-14,涨停池,001299.SZ,美能能源,18.54,,9.3325,1,10:37:42,09:33:42,,,0,213082440.0,4049134500.0,燃气+综合能源转型+年报增长+西部大开发,未知
2026-04-14,涨停池,002328.SZ,新朋股份,11.84,,28.832,1,10:32:30,10:20:36,,,0,138027170.0,6758176000.0,液冷服务器+储能+汽车零部件+回购,未知
2026-04-14,涨停池,603383.SH,顶点软件,31.94,,4.6479,1,10:30:33,10:30:33,,,0,271966100.0,6559720900.0,金融科技+AI应用+信创,未知
2026-04-14,涨停池,002305.SZ,*ST南置,2.33,,2.0631,1,10:24:54,10:23:42,,,0,18149535.0,4040460600.0,商业地产+央企重组+净资产转正,未知
2026-04-14,涨停池,600243.SH,*ST海华,3.59,,2.6502,1,10:14:47,09:34:02,,,0,2274983.0,1575471500.0,退市博弈+减速器+电梯配件,未知
2026-04-14,涨停池,603527.SH,众源新材,11.9,,7.2905,1,10:06:54,10:06:54,,,0,110137106.0,3771957300.0,固态电池+铜箔+新能源结构件+3D打印,未知
2026-04-14,涨停池,002647.SZ,仁东控股,10.41,,5.558,1,10:01:48,09:33:39,,,0,90349441.0,10569186100.0,摘帽+AI算力+第三方支付,未知
2026-04-14,涨停池,688287.SH,*ST观典,1.63,,6.2013,1,09:59:21,09:59:21,,,0,12444204.0,603940430.0,军工装备+商业航天+无人机禁毒,未知
2026-04-14,涨停池,603629.SH,利通电子,79.95,,12.2648,1,09:56:46,09:50:01,,,0,268894240.0,20535317000.0,算力租赁+液冷+英伟达合作+年报预增,未知
2026-04-14,涨停池,601588.SH,北辰实业,2.07,,5.7692,1,09:52:56,09:34:41,,,0,51536105.0,5506200000.0,控股股东增持+房地产+会展+北京国资,未知
2026-04-14,涨停池,002124.SZ,天邦食品,2.85,,9.7615,1,09:51:24,09:51:24,,,0,91837787.0,5621210700.0,猪肉+预重整+销量增长,未知
2026-04-14,涨停池,603171.SH,税友股份,54.78,,1.5087,1,09:51:14,09:51:14,,,0,207519350.0,22234654000.0,财税SaaS+AI智能体,未知
2026-04-14,涨停池,600396.SH,华电辽能,8.03,,12.5858,1,09:49:17,09:34:20,,,0,129245508.0,11825835700.0,火电+氢能+央企,未知
2026-04-14,涨停池,002107.SZ,沃华医药,7.83,,9.913,1,09:47:03,09:39:15,,,0,188745440.0,4474015100.0,心脑血管中药+独家产品线+业绩大增,未知
2026-04-14,涨停池,688813.SH,泰金新能,69.12,,27.7106,1,09:46:56,09:41:14,,,0,58704100.0,2078920600.0,PCB+铜箔+陕西国资+次新股,未知
2026-04-14,涨停池,002980.SZ,华盛昌,64.14,,12.426,1,09:45:57,09:37:24,,,0,81234593.0,6503151000.0,光通信测试+拟收购伽蓝特+AI眼镜+仪器仪表,未知
2026-04-14,涨停池,000620.SZ,盈新发展,3.11,,4.4674,1,09:45:57,09:45:57,,,0,465856540.0,14529139000.0,存储芯片+拟收购长兴半导体+文旅地产,未知
2026-04-14,涨停池,002213.SZ,大为股份,38.08,,8.5135,1,09:43:54,09:43:54,,,0,278886500.0,7865693800.0,存储芯片+锂矿资源+拟定增,未知
2026-04-14,涨停池,603585.SH,苏利股份,26.4,,8.9358,1,09:41:13,09:31:58,,,0,76626158.0,4899337100.0,溴素涨价+百菌清涨价+阻燃剂,未知
2026-04-14,涨停池,002692.SZ,远程股份,6.94,,8.6491,1,09:40:36,09:38:12,,,0,96233871.0,4980900300.0,超短期融资券发行+电线电缆+参股半导体+国企改革,未知
2026-04-14,涨停池,002630.SZ,ST华西,2.01,,2.8667,1,09:39:51,09:38:24,,,0,25178948.0,2070848500.0,ST摘帽预期+储能+高效环保锅炉,未知
2026-04-14,涨停池,603026.SH,石大胜华,98.52,,5.3028,1,09:37:10,09:34:10,,,0,188537430.0,22925704000.0,一季度业绩预盈+锂电池电解液+国企,未知
2026-04-14,涨停池,300857.SZ,协创数据,249.6,,4.8759,1,09:33:03,09:33:03,,,0,818935850.0,85859984000.0,一季报预增+算力租赁+光模块,未知
2026-04-14,涨停池,002364.SZ,中恒电气,42.49,,14.4081,1,09:32:15,09:32:15,,,0,549183040.0,23713829000.0,宁德时代入股+HVDC+数据中心电源,未知
2026-04-14,涨停池,000889.SZ,中嘉博创,4.31,,14.056,1,09:32:15,09:32:15,,,0,190757930.0,3749052100.0,算力销售+5G消息+短信通道,未知
2026-04-14,涨停池,002229.SZ,鸿博股份,19.7,,8.3994,1,09:31:12,09:31:12,,,0,361148280.0,9715176400.0,AI算力业务+彩票印刷龙头,未知
2026-04-14,涨停池,600605.SH,汇通能源,29.39,,1.155,1,09:30:53,09:30:53,,,0,93815819.0,6062640600.0,半导体投资+上海房产租赁+战略转型,未知
2026-04-14,涨停池,000004.SZ,*ST国华,3.3,,1.8604,1,09:30:42,09:30:42,,,0,9139020.0,416749630.0,退市风险博弈+算力+移动应用安全,未知
2026-04-14,涨停池,603813.SH,*ST原尚,29.12,,0.5198,1,09:30:39,09:30:39,,,0,5917184.0,3058036800.0,退市风险博弈预期+电商物流合作+氢能物流布局,未知
2026-04-14,涨停池,600743.SH,华远控股,3.21,,2.8773,1,09:30:30,09:30:30,,,0,114027845.0,7530983800.0,实控人筹划重组+物业管理+北京国资,未知
2026-04-14,涨停池,600238.SH,*ST椰岛,4.33,,0.7898,1,09:30:07,09:30:07,,,0,22982973.0,1928025900.0,退市风险博弈+保健酒主业+海南国资,未知
2026-04-14,涨停池,002885.SZ,京泉华,27.05,,3.7944,1,09:30:00,09:30:00,,,0,234888890.0,6246052000.0,电源类产品+磁性元器件+储能+业绩预增,未知
2026-04-14,涨停池,002297.SZ,博云新材,13.29,,1.6834,1,09:25:00,09:25:00,,,0,948775230.0,7616563000.0,一季报业绩预增+商业航天+硬质合金,未知
2026-04-14,炸板池,301219.SZ,腾远钴业,82.02,,14.3581,1,13:14:51,09:55:45,,,0,0.0,16785013000.0,,未知
2026-04-14,炸板池,301629.SZ,矽电股份,292.03,,18.2687,1,10:44:51,10:43:45,,,0,0.0,5605823600.0,,未知
2026-04-14,炸板池,301396.SZ,宏景科技,219.99,,20.728,1,10:39:54,10:26:09,,,0,0.0,16737075000.0,,未知
2026-04-14,炸板池,603256.SH,宏和科技,98.22,,3.5447,1,13:28:40,09:35:31,,,0,0.0,86406835000.0,,未知
2026-04-14,炸板池,000967.SZ,盈峰环境,11.61,,6.0456,1,13:29:18,09:30:00,,,0,0.0,36750585000.0,,未知
2026-04-14,炸板池,002990.SZ,盛视科技,37.81,,16.8164,1,13:20:45,09:40:42,,,0,0.0,5070146600.0,,未知
2026-04-14,炸板池,603890.SH,春秋电子,16.95,,12.839,1,11:18:46,11:17:31,,,0,0.0,7573402400.0,,未知
2026-04-14,炸板池,600959.SH,江苏有线,4.19,,4.0196,1,13:15:21,09:37:24,,,0,0.0,20953007000.0,,未知
2026-04-14,炸板池,002008.SZ,大族激光,81.61,,4.0825,1,13:27:06,09:49:42,,,0,0.0,78078247000.0,,未知
2026-04-14,炸板池,002484.SZ,江海股份,32.97,,8.0816,1,13:24:24,09:57:42,,,0,0.0,27050971000.0,,未知
2026-04-14,炸板池,002134.SZ,天津普林,22.9,,9.1862,1,09:30:30,09:30:03,,,0,0.0,5644619000.0,,未知
2026-04-14,炸板池,002580.SZ,圣阳股份,22.3,,34.8517,1,10:25:00,10:24:03,,,0,0.0,10087155200.0,,未知
2026-04-14,炸板池,000586.SZ,汇源通信,22.98,,37.0645,1,11:20:21,11:11:27,,,0,0.0,4445251200.0,,未知
2026-04-14,炸板池,002428.SZ,云南锗业,58.62,,14.6616,1,13:04:51,10:44:15,,,0,0.0,38280948000.0,,未知
2026-04-14,炸板池,600667.SH,太极实业,10.18,,11.3874,1,10:23:45,10:21:24,,,0,0.0,21291899000.0,,未知
2026-04-14,炸板池,600126.SH,杭钢股份,9.48,,9.181,1,10:01:42,09:57:51,,,0,0.0,32015753000.0,,未知
2026-04-14,炸板池,600381.SH,*ST春天,3.05,,1.8321,1,13:24:21,09:42:06,,,0,0.0,1790535300.0,,未知
2026-04-14,炸板池,001896.SZ,豫能控股,15.14,,11.4922,1,09:39:09,09:32:48,,,0,0.0,23100329000.0,,未知
2026-04-14,炸板池,603580.SH,*ST艾艾,19.41,,2.064,1,13:16:27,09:30:45,,,0,0.0,2536366800.0,,未知
2026-04-14,炸板池,002943.SZ,宇晶股份,53.55,,23.16,1,10:26:09,10:26:09,,,0,0.0,7797616200.0,,未知
2026-04-14,炸板池,002816.SZ,*ST和科,24.55,,3.3896,1,11:11:42,11:10:30,,,0,0.0,2455000000.0,,未知
2026-04-14,炸板池,603021.SH,ST华鹏,8.12,,4.9451,1,09:35:03,09:34:00,,,0,0.0,2597978300.0,,未知
2026-04-14,炸板池,603682.SH,锦和商管,6.99,,10.5717,1,09:45:07,09:31:07,,,0,0.0,3302775000.0,,未知
2026-04-14,炸板池,002197.SZ,证通电子,7.62,,6.6641,1,09:31:54,09:31:18,,,0,0.0,4069080100.0,,未知
2026-04-14,炸板池,002911.SZ,佛燃能源,13.82,,1.5898,1,09:30:51,09:30:24,,,0,0.0,17510465000.0,,未知
2026-04-14,炸板池,002528.SZ,ST英飞拓,4.95,,8.2385,1,10:51:00,09:25:00,,,0,0.0,5198586900.0,,未知
2026-04-14,炸板池,002650.SZ,ST加加,7.88,,2.4623,1,09:35:51,09:30:42,,,0,0.0,8723525000.0,,未知
2026-04-14,炸板池,000793.SZ,*ST华闻,2.97,,5.4026,1,11:27:18,09:25:00,,,0,0.0,5824195600.0,,未知
2026-04-14,跌停池,603929.SH,亚翔集成,190.35,,4.2311,1,,,,,0,0.0,40613076000.0,,未知
2026-04-14,跌停池,002634.SZ,棒杰股份,7.46,,6.0504,1,,,,,0,0.0,3330998500.0,,未知
2026-04-14,跌停池,600491.SH,龙元建设,2.65,,2.002,1,,,,,0,0.0,4053858600.0,,未知
2026-04-14,跌停池,600636.SH,*ST国化,7.11,,0.4826,1,,,,,0,0.0,3118707700.0,,未知
2026-04-14,跌停池,600082.SH,ST海泰,3.33,,0.1205,1,,,,,0,0.0,2112336900.0,,未知
2026-04-14,跌停池,603778.SH,国晟科技,29.79,,1.4163,1,,,,,0,0.0,19150714000.0,,未知
2026-04-14,跌停池,000669.SZ,ST金鸿,4.5,,0.8295,1,,,,,0,0.0,3061839600.0,,未知
